#Combined spectrum created by combine_nIR_spectra.pro, knotE_N3.specfrom list
#Wavelengths were already in vacuum heliocentric
#Units are erg/s/cmsq/A, determined by xtellcor_general
wave  flam  noise
13059.6000  -1.533e-18  3.224e-18
13062.2000  -1.045e-18  2.339e-18
13064.8000  2.819e-18  2.247e-18
13067.4000  6.008e-18  2.127e-18
13070.0000  6.262e-20  2.005e-18
13072.6000  6.238e-18  2.113e-18
13075.3000  4.188e-18  3.053e-18
13077.9000  -4.055e-18  6.917e-18
13080.5000  -1.101e-17  1.120e-17
13083.1000  -1.513e-17  1.380e-17
13085.7000  2.346e-17  1.343e-17
13088.3000  -1.657e-17  1.132e-17
13091.0000  3.930e-18  6.159e-18
13093.6000  1.561e-19  2.660e-18
13096.2000  4.337e-18  2.195e-18
13098.8000  -2.069e-18  2.244e-18
13101.4000  3.511e-18  2.389e-18
13104.1000  5.510e-18  2.317e-18
13106.7000  9.950e-18  2.341e-18
13109.3000  3.234e-18  2.188e-18
13111.9000  -1.467e-18  2.118e-18
13114.6000  2.326e-18  2.009e-18
13117.2000  4.828e-18  2.294e-18
13119.8000  -3.395e-18  3.744e-18
13122.4000  1.555e-17  5.734e-18
13125.1000  7.178e-18  7.034e-18
13127.7000  6.808e-18  7.283e-18
13130.3000  1.485e-17  6.537e-18
13132.9000  3.639e-18  4.977e-18
13135.6000  8.947e-18  3.023e-18
13138.2000  2.330e-17  2.759e-18
13140.8000  5.780e-17  2.709e-18
13143.5000  1.132e-16  2.566e-18
13146.1000  1.551e-16  2.854e-18
13148.7000  1.570e-16  4.926e-18
13151.4000  1.251e-16  7.647e-18
13154.0000  6.603e-17  1.032e-17
13156.6000  1.980e-17  1.075e-17
13159.3000  1.381e-17  8.977e-18
13161.9000  -6.099e-18  6.232e-18
13164.5000  4.346e-18  2.914e-18
13167.2000  4.603e-18  2.145e-18
13169.8000  4.614e-18  2.135e-18
13172.4000  5.632e-18  2.079e-18
13175.1000  3.530e-18  1.994e-18
13177.7000  -1.803e-19  2.064e-18
13180.3000  7.418e-19  2.054e-18
13183.0000  1.108e-18  2.033e-18
13185.6000  9.979e-19  2.090e-18
13188.3000  2.446e-18  1.971e-18
13190.9000  -1.741e-19  2.105e-18
13193.5000  2.184e-18  2.159e-18
13196.2000  3.303e-18  2.088e-18
13198.8000  -1.822e-18  2.193e-18
13201.5000  3.023e-18  2.583e-18
13204.1000  3.325e-18  4.123e-18
13206.7000  1.366e-17  5.500e-18
13209.4000  4.662e-18  5.794e-18
13212.0000  6.975e-18  5.936e-18
13214.7000  1.326e-18  4.505e-18
13217.3000  6.098e-19  3.179e-18
13220.0000  3.383e-18  2.396e-18
13222.6000  5.056e-20  2.364e-18
13225.3000  2.170e-18  2.463e-18
13227.9000  6.087e-18  3.788e-18
13230.5000  -5.389e-18  6.425e-18
13233.2000  8.906e-18  7.971e-18
13235.8000  -1.444e-17  8.765e-18
13238.5000  5.529e-18  7.789e-18
13241.1000  7.545e-18  5.775e-18
13243.8000  5.085e-18  3.089e-18
13246.4000  8.354e-19  2.408e-18
13249.1000  -1.617e-18  2.239e-18
13251.7000  2.183e-18  2.143e-18
13254.4000  2.581e-18  1.898e-18
13257.1000  6.399e-18  1.893e-18
13259.7000  4.624e-18  1.943e-18
13262.4000  4.032e-18  2.007e-18
13265.0000  -2.058e-19  2.218e-18
13267.7000  1.308e-18  2.202e-18
13270.3000  -4.271e-18  2.324e-18
13273.0000  3.700e-18  2.316e-18
13275.6000  4.299e-18  2.367e-18
13278.3000  2.750e-18  2.356e-18
13280.9000  3.093e-18  2.495e-18
13283.6000  -7.587e-18  2.284e-18
13286.3000  -4.961e-18  2.159e-18
13288.9000  -1.011e-17  2.128e-18
13291.6000  -6.219e-19  2.062e-18
13294.2000  4.617e-18  2.658e-18
13296.9000  3.446e-18  3.182e-18
13299.6000  3.017e-18  3.617e-18
13302.2000  6.716e-18  3.712e-18
13304.9000  5.143e-18  3.154e-18
13307.6000  4.053e-18  2.446e-18
13310.2000  -6.785e-19  2.111e-18
13312.9000  3.681e-19  2.089e-18
13315.5000  -6.800e-19  2.749e-18
13318.2000  5.404e-18  4.101e-18
13320.9000  1.350e-18  5.396e-18
13323.5000  6.372e-18  5.808e-18
13326.2000  -1.812e-18  5.411e-18
13328.9000  -1.226e-18  4.005e-18
13331.5000  3.573e-18  2.556e-18
13334.2000  5.979e-18  2.062e-18
13336.9000  -5.220e-19  2.044e-18
13339.5000  -1.740e-18  2.118e-18
13342.2000  -1.922e-18  2.038e-18
13344.9000  2.948e-19  2.026e-18
13347.6000  2.998e-18  2.005e-18
13350.2000  3.634e-18  2.092e-18
13352.9000  1.048e-18  2.068e-18
13355.6000  -3.419e-18  2.092e-18
13358.2000  2.520e-18  2.211e-18
13360.9000  -3.159e-18  2.118e-18
13363.6000  1.228e-20  2.042e-18
13366.3000  4.046e-18  2.036e-18
13368.9000  7.823e-18  2.218e-18
13371.6000  5.651e-18  2.251e-18
13374.3000  8.805e-18  2.246e-18
13377.0000  7.640e-18  2.241e-18
13379.7000  6.463e-18  2.125e-18
13382.3000  -1.667e-18  2.234e-18
13385.0000  1.170e-18  2.227e-18
13387.7000  3.829e-18  2.264e-18
13390.4000  3.289e-19  2.185e-18
13393.0000  8.921e-18  2.552e-18
13395.7000  1.216e-17  3.027e-18
13398.4000  2.089e-17  3.492e-18
13401.1000  2.370e-17  3.662e-18
13403.8000  6.637e-17  3.294e-18
13406.5000  1.403e-16  2.634e-18
13409.1000  2.278e-16  2.414e-18
13411.8000  2.562e-16  2.600e-18
13414.5000  2.123e-16  3.436e-18
13417.2000  1.042e-16  4.333e-18
13419.9000  5.250e-17  4.600e-18
13422.6000  1.647e-17  4.398e-18
13425.2000  1.360e-17  3.858e-18
13427.9000  1.064e-17  2.750e-18
13430.6000  2.392e-18  2.237e-18
13433.3000  3.487e-18  2.331e-18
13436.0000  9.069e-19  2.527e-18
13438.7000  9.254e-18  2.732e-18
13441.4000  1.794e-18  2.767e-18
13444.1000  -1.691e-18  2.680e-18
13446.8000  2.707e-18  2.453e-18
13449.4000  -5.275e-18  2.475e-18
13452.1000  -1.270e-18  2.435e-18
13454.8000  -1.621e-18  2.551e-18
13457.5000  3.280e-18  2.613e-18
13460.2000  5.457e-18  2.624e-18
13462.9000  3.645e-18  2.628e-18
13465.6000  1.605e-18  2.697e-18
13468.3000  3.322e-18  2.643e-18
13471.0000  2.767e-18  2.761e-18
13473.7000  4.800e-19  3.235e-18
13476.4000  1.260e-18  3.675e-18
13479.1000  6.501e-18  3.815e-18
13481.8000  6.018e-18  3.677e-18
13484.5000  6.128e-18  3.381e-18
13487.2000  6.013e-18  3.125e-18
13489.9000  4.790e-18  2.829e-18
13492.6000  -2.398e-19  2.570e-18
13495.3000  7.967e-18  2.594e-18
13498.0000  8.065e-18  2.796e-18
13500.7000  -2.903e-18  3.206e-18
13503.4000  2.833e-18  3.810e-18
13506.1000  -9.030e-19  4.151e-18
13508.8000  4.410e-19  4.003e-18
13511.5000  4.548e-18  3.765e-18
13514.2000  3.166e-18  3.446e-18
13516.9000  4.184e-18  3.389e-18
13519.6000  2.285e-18  3.409e-18
13522.3000  8.864e-18  4.254e-18
13525.0000  2.415e-17  4.897e-18
13527.7000  3.372e-17  5.107e-18
13530.4000  6.887e-17  4.688e-18
13533.1000  1.787e-16  3.876e-18
13535.9000  3.397e-16  3.932e-18
13538.6000  6.768e-16  4.354e-18
13541.3000  8.755e-16  5.332e-18
13544.0000  7.864e-16  6.835e-18
13546.7000  3.853e-16  7.119e-18
13549.4000  9.968e-17  6.216e-18
13552.1000  3.380e-17  5.499e-18
13554.8000  2.438e-17  5.297e-18
13557.5000  1.206e-17  5.265e-18
13560.3000  3.805e-18  4.457e-18
13563.0000  6.673e-19  3.879e-18
13565.7000  4.073e-18  3.884e-18
13568.4000  9.329e-18  4.419e-18
13571.1000  7.261e-18  5.113e-18
13573.8000  1.327e-17  5.197e-18
13576.5000  6.760e-18  4.859e-18
13579.3000  5.199e-18  4.601e-18
13582.0000  3.156e-18  5.050e-18
13584.7000  6.729e-18  5.026e-18
13587.4000  -9.847e-18  5.195e-18
13590.1000  -3.868e-18  6.419e-18
13592.9000  1.265e-17  7.933e-18
13595.6000  2.318e-17  7.834e-18
13598.3000  7.581e-18  6.619e-18
13601.0000  -2.230e-18  5.915e-18
13603.7000  -4.299e-18  6.922e-18
13606.5000  -1.292e-17  8.861e-18
13609.2000  -1.139e-17  1.157e-17
13611.9000  -7.749e-18  1.287e-17
13614.6000  9.014e-18  1.704e-17
13617.4000  -6.569e-18  2.343e-17
13620.1000  4.122e-17  2.679e-17
13622.8000  3.423e-18  1.948e-17
13625.5000  8.040e-18  1.154e-17
13628.3000  1.895e-18  6.440e-18
13631.0000  -1.097e-17  4.741e-18
13633.7000  7.676e-18  4.525e-18
13636.4000  9.480e-18  5.086e-18
13639.2000  1.243e-17  6.188e-18
13641.9000  6.191e-18  9.281e-18
13644.6000  1.506e-17  1.358e-17
13647.4000  -6.892e-18  1.438e-17
13650.1000  1.677e-17  1.288e-17
13652.8000  1.946e-18  9.452e-18
13655.6000  7.255e-18  5.956e-18
13658.3000  -1.911e-18  6.257e-18
13661.0000  1.304e-17  7.733e-18
13663.8000  1.798e-17  8.997e-18
13666.5000  -7.854e-18  1.074e-17
13669.2000  -2.383e-18  1.146e-17
13672.0000  -1.164e-17  1.125e-17
13674.7000  -1.106e-17  1.472e-17
13677.4000  -4.453e-18  1.457e-17
13680.2000  2.374e-17  1.202e-17
13682.9000  2.164e-17  1.179e-17
13685.7000  -1.434e-17  1.277e-17
13688.4000  1.178e-17  1.110e-17
13691.1000  9.967e-18  9.296e-18
13693.9000  1.568e-17  8.180e-18
13696.6000  2.254e-18  7.139e-18
13699.4000  -5.121e-18  5.354e-18
13702.1000  4.456e-18  5.723e-18
13704.8000  4.231e-18  6.363e-18
13707.6000  -1.723e-18  8.253e-18
13710.3000  2.152e-17  1.114e-17
13713.1000  1.713e-17  1.078e-17
13715.8000  7.901e-18  1.079e-17
13718.6000  1.220e-17  9.663e-18
13721.3000  1.096e-17  7.115e-18
13724.1000  2.095e-18  4.888e-18
13726.8000  -4.302e-18  4.513e-18
13729.5000  4.274e-18  4.498e-18
13732.3000  1.111e-17  4.192e-18
13735.0000  9.063e-18  3.964e-18
13737.8000  -1.654e-18  3.674e-18
13740.5000  2.697e-18  5.206e-18
13743.3000  1.260e-18  7.445e-18
13746.0000  2.176e-18  9.212e-18
13748.8000  2.278e-18  8.223e-18
13751.5000  6.646e-18  6.571e-18
13754.3000  5.887e-18  4.552e-18
13757.0000  1.357e-17  5.293e-18
13759.8000  -2.229e-18  6.222e-18
13762.6000  1.864e-17  6.432e-18
13765.3000  5.620e-18  7.694e-18
13768.1000  -7.879e-18  8.759e-18
13770.8000  7.409e-18  8.369e-18
13773.6000  3.528e-18  6.753e-18
13776.3000  2.983e-17  6.566e-18
13779.1000  2.207e-17  7.490e-18
13781.8000  2.825e-17  1.188e-17
13784.6000  7.358e-18  1.775e-17
13787.4000  4.093e-18  1.886e-17
13790.1000  -2.929e-17  1.577e-17
13792.9000  -1.602e-17  1.214e-17
13795.6000  -6.885e-18  1.265e-17
13798.4000  1.624e-18  1.743e-17
13801.2000  1.221e-17  2.966e-17
13803.9000  -1.512e-17  6.275e-17
13806.7000  -2.971e-17  7.996e-17
13809.5000  -4.351e-17  7.079e-17
13812.2000  -2.946e-17  4.726e-17
13815.0000  -3.544e-17  3.441e-17
13817.8000  6.129e-17  3.662e-17
13820.5000  -5.645e-17  7.041e-17
13823.3000  4.411e-17  9.847e-17
13826.0000  3.873e-17  1.004e-16
13828.8000  2.005e-16  9.807e-17
13831.6000  9.616e-17  7.826e-17
13834.4000  -4.200e-17  6.656e-17
13837.1000  -2.065e-16  8.124e-17
13839.9000  -4.478e-17  8.195e-17
13842.7000  -4.945e-17  6.299e-17
13845.4000  4.707e-17  6.366e-17
13848.2000  1.092e-16  7.500e-17
13851.0000  4.890e-17  8.475e-17
13853.7000  -1.667e-17  8.785e-17
13856.5000  4.375e-17  7.607e-17
13859.3000  4.757e-17  7.544e-17
13862.1000  7.751e-17  8.352e-17
13864.8000  -2.874e-17  8.920e-17
13867.6000  1.065e-16  8.030e-17
13870.4000  5.288e-17  5.647e-17
13873.2000  5.823e-17  7.511e-17
13875.9000  7.103e-18  1.612e-16
13878.7000  1.097e-16  2.233e-16
13881.5000  1.396e-16  2.168e-16
13884.3000  8.313e-17  1.283e-16
13887.1000  7.105e-17  7.861e-17
13889.8000  -6.614e-18  6.944e-17
13892.6000  -2.687e-17  7.224e-17
13895.4000  7.872e-17  8.043e-17
13898.2000  1.282e-16  8.291e-17
13901.0000  9.187e-17  8.433e-17
13903.7000  -3.504e-17  1.020e-16
13906.5000  1.507e-16  1.147e-16
13909.3000  4.415e-17  1.246e-16
13912.1000  1.760e-16  1.464e-16
13914.9000  2.268e-16  1.128e-16
13917.7000  1.998e-16  1.212e-16
13920.4000  2.012e-16  2.901e-16
13923.2000  2.189e-16  1.230e-15
13926.0000  -2.678e-16  6.707e-16
13928.8000  -3.186e-19  2.099e-16
13931.6000  4.492e-18  1.347e-16
13934.4000  -1.493e-19  1.244e-16
13937.2000  1.322e-16  1.346e-16
13940.0000  2.201e-16  1.655e-16
13942.7000  -2.448e-16  2.457e-16
13945.5000  1.249e-16  3.174e-16
13948.3000  -3.405e-16  4.131e-16
13951.1000  4.518e-16  6.056e-16
13953.9000  4.010e-16  6.739e-16
13956.7000  4.526e-16  7.175e-16
13959.5000  -2.946e-16  7.849e-16
13962.3000  3.521e-16  7.903e-16
13965.1000  1.665e-16  5.029e-16
13967.9000  4.186e-18  2.595e-16
13970.7000  -5.640e-17  2.176e-16
13973.5000  2.705e-16  2.223e-16
13976.3000  -4.655e-17  2.306e-16
13979.1000  -2.832e-17  3.330e-16
13981.9000  6.302e-16  4.589e-16
13984.7000  1.350e-16  4.530e-16
13987.5000  5.005e-16  4.602e-16
13990.3000  7.245e-16  5.909e-16
13993.1000  -1.373e-15  1.386e-15
13995.9000  1.676e-16  6.078e-16
13998.7000  3.286e-16  3.823e-16
14001.5000  3.890e-16  3.062e-16
14004.3000  4.623e-16  3.382e-16
14007.1000  3.840e-16  3.877e-16
14009.9000  -2.995e-18  4.225e-16
14012.7000  -7.356e-17  3.497e-16
14015.5000  6.754e-17  2.548e-16
14018.3000  3.277e-17  4.535e-16
14021.1000  -5.968e-16  1.306e-15
14023.9000  8.454e-16  2.438e-15
14026.7000  -1.367e-15  3.609e-15
14029.5000  5.660e-16  7.290e-16
14032.3000  6.320e-16  7.778e-16
14035.1000  -2.920e-16  3.009e-15
14037.9000  1.139e-16  1.915e-15
14040.7000  -1.104e-16  4.827e-16
14043.6000  -2.585e-17  2.544e-16
14046.4000  1.584e-16  2.557e-16
14049.2000  6.318e-16  3.511e-16
14052.0000  3.563e-16  4.901e-16
14054.8000  2.535e-16  6.023e-16
14057.6000  -1.306e-16  4.667e-16
14060.4000  -7.012e-16  3.518e-16
14063.2000  -4.667e-16  4.907e-16
14066.1000  -1.263e-15  9.326e-16
14068.9000  -6.454e-17  1.629e-15
14071.7000  1.551e-15  3.682e-15
14074.5000  1.624e-15  8.117e-15
14077.3000  -2.521e-15  9.535e-15
14080.1000  -1.688e-15  5.809e-15
14083.0000  -7.018e-16  3.580e-15
14085.8000  9.746e-16  1.167e-15
14088.6000  -4.841e-16  1.747e-15
14091.4000  1.358e-15  1.282e-15
14094.2000  2.800e-16  5.215e-16
14097.1000  2.960e-16  3.017e-16
14099.9000  1.607e-17  3.363e-16
14102.7000  -6.624e-17  4.003e-16
14105.5000  -3.746e-16  4.399e-16
14108.3000  -2.109e-16  5.209e-16
14111.2000  -1.125e-16  6.554e-16
14114.0000  1.518e-15  8.764e-16
14116.8000  1.435e-15  1.017e-15
14119.6000  1.356e-15  9.345e-16
14122.5000  -2.316e-16  5.206e-16
14125.3000  1.496e-16  4.630e-16
14128.1000  -2.342e-16  4.514e-16
14130.9000  2.666e-16  4.278e-16
14133.8000  -1.048e-16  4.034e-16
14136.6000  1.774e-16  4.461e-16
14139.4000  4.415e-15  8.313e-15
14142.3000  8.185e-16  2.073e-14
14145.1000  -4.451e-16  2.018e-14
14147.9000  -1.031e-14  5.516e-14
14150.8000  -2.095e-15  1.869e-14
14153.6000  2.505e-16  6.646e-15
14156.4000  -1.054e-15  3.597e-15
14159.3000  9.417e-16  4.409e-15
14162.1000  -3.466e-15  1.012e-14
14164.9000  2.689e-15  1.058e-14
14167.8000  1.419e-15  7.367e-15
14170.6000  1.584e-15  5.435e-15
14173.4000  9.306e-16  2.526e-15
14176.3000  -1.220e-16  1.946e-15
14179.1000  1.593e-15  1.678e-15
14181.9000  1.333e-15  1.455e-15
14184.8000  5.923e-16  1.165e-15
14187.6000  -1.680e-16  9.525e-16
14190.5000  6.403e-16  7.222e-16
14193.3000  1.257e-16  4.956e-16
14196.1000  -2.980e-16  3.013e-16
14199.0000  1.244e-16  6.613e-16
14201.8000  -4.081e-17  5.844e-16
14204.7000  1.329e-16  3.802e-16
14207.5000  4.324e-16  5.454e-16
14210.4000  -4.559e-16  6.856e-16
14213.2000  -1.152e-15  7.091e-16
14216.0000  -1.503e-16  1.491e-15
14218.9000  -1.455e-16  2.116e-15
14221.7000  3.152e-17  5.751e-16
14224.6000  1.446e-16  3.458e-16
14227.4000  7.241e-17  4.428e-16
14230.3000  3.294e-16  5.576e-16
14233.1000  -5.642e-17  6.645e-16
14236.0000  -2.928e-16  7.340e-16
14238.8000  -4.781e-16  9.567e-16
14241.7000  4.004e-16  1.063e-15
14244.5000  3.702e-16  1.179e-15
14247.4000  1.413e-16  1.194e-15
14250.2000  6.899e-16  1.436e-15
14253.1000  2.801e-16  1.384e-15
14255.9000  -9.837e-16  1.541e-15
14258.8000  -6.567e-16  1.790e-15
14261.6000  6.010e-16  1.733e-15
14264.5000  4.865e-16  1.258e-15
14267.3000  8.818e-16  1.030e-15
14270.2000  2.246e-16  1.618e-15
14273.1000  -NaN  0.000e+00
14275.9000  -NaN  0.000e+00
14278.8000  -NaN  0.000e+00
14281.6000  -NaN  0.000e+00
14284.5000  -NaN  0.000e+00
14287.3000  -NaN  0.000e+00
14290.2000  -NaN  0.000e+00
14293.1000  -NaN  0.000e+00
14295.9000  -NaN  0.000e+00
14298.8000  -NaN  0.000e+00
14301.6000  -NaN  0.000e+00
14304.5000  -NaN  0.000e+00
14307.4000  -NaN  0.000e+00
14310.2000  -NaN  0.000e+00
